 10/09/1812 Fri 04:35:32  255456ec42 "toward her."
 10/09/1812 Fri 11:40:51  1701c61b60 "the orchestra rail, stood Dólokhov in a Persian dress, his curly hair"
 10/09/1812 Fri 11:42:16  089d70a69b "brushed up into a huge shock. He stood in full view of the audience,"
 10/09/1812 Fri 11:43:21  c0deace001 "well aware that he was attracting everyone’s attention, yet as much at"
 10/09/1812 Fri 11:44:41  ad57cfa122 "ease as though he were in his own room. Around him thronged Moscow’s"
 10/09/1812 Fri 11:46:28  8f18533d38 "most brilliant young men, whom he evidently dominated."
 10/09/1812 Fri 11:48:05  0b39fe0142 "The count, laughing, nudged the blushing Sónya and pointed to her"
 10/09/1812 Fri 11:49:06  2ddd13abb2 "former adorer."
 10/09/1812 Fri 11:50:13  ed42463df9 "“Do you recognize him?” said he. “And where has he sprung from?”"
 10/09/1812 Fri 11:52:34  ece3af06ad "he asked, turning to Shinshín. “Didn’t he vanish somewhere?”"
 10/09/1812 Fri 11:53:38  8c418ddf76 "“He did,” replied Shinshín. “He was in the Caucasus and ran"
 10/09/1812 Fri 11:55:46  0e1af5e192 "away from there. They say he has been acting as minister to some ruling"
 10/09/1812 Fri 11:57:47  0e9599d909 "prince in Persia, where he killed the Shah’s brother. Now all the"
 10/09/1812 Fri 12:00:08  590127a096 "Moscow ladies are mad about him! It’s ‘Dólokhov the Persian’ that"
 10/09/1812 Fri 12:00:59  aa97a75dab "does it! We never hear a word but Dólokhov is mentioned. They swear"
 10/09/1812 Fri 12:02:56  b2efe18b5c "by him, they offer him to you as they would a dish of choice sterlet."
 10/09/1812 Fri 12:04:53  31b6dbece6 "Dólokhov and Anatole Kurágin have turned all our ladies’ heads.”"
 10/09/1812 Fri 12:05:45  e712a6faa7 "A tall, beautiful woman with a mass of plaited hair and much exposed"
 10/09/1812 Fri 12:07:57  228b56d9bb "plump white shoulders and neck, round which she wore a double string of"
 10/09/1812 Fri 12:09:20  c0deace001 "large pearls, entered the adjoining box rustling her heavy silk dress"
 10/09/1812 Fri 12:10:30  247c91b9a9 "and took a long time settling into her place."
 10/09/1812 Fri 12:12:27  4f0668da12 "Natásha involuntarily gazed at that neck, those shoulders, and pearls"
 10/09/1812 Fri 12:13:16  24bfc59f8c "and coiffure, and admired the beauty of the shoulders and the pearls."
 10/09/1812 Fri 12:14:12  3be27855bc "While Natásha was fixing her gaze on her for the second time the lady"
 10/09/1812 Fri 12:16:09  29c3a6d654 "looked round and, meeting the count’s eyes, nodded to him and smiled."
 10/09/1812 Fri 12:18:19  8561cc40fc "She was the Countess Bezúkhova, Pierre’s wife, and the count, who"
 10/09/1812 Fri 12:20:27  ad90b47f26 "knew everyone in society, leaned over and spoke to her."
 10/09/1812 Fri 12:22:06  dab3472e8d "“Have you been here long, Countess?” he inquired. “I’ll call,"
 10/09/1812 Fri 12:23:32  4d3e9e4c4a "I’ll call to kiss your hand. I’m here on business and have brought"
 10/09/1812 Fri 12:25:18  4b24f97a6a "my girls with me. They say Semënova acts marvelously. Count Pierre"
 10/09/1812 Fri 12:26:55  72074a1e1e "never used to forget us. Is he here?”"
 10/09/1812 Fri 12:29:16  efb2ca3b5e "“Yes, he meant to look in,” answered Hélène, and glanced"
 10/09/1812 Fri 12:31:38  fc803b2a4e "attentively at Natásha."
 10/09/1812 Fri 12:32:56  299ba0aece "Count Rostóv resumed his seat."
 10/09/1812 Fri 12:34:07  04de9a2c39 "“Handsome, isn’t she?” he whispered to Natásha."
 10/09/1812 Fri 12:35:38  a684460cee "“Wonderful!” answered Natásha. “She’s a woman one could easily"
 10/09/1812 Fri 12:37:55  978ee15198 "fall in love with.”"
 10/09/1812 Fri 12:39:29  e78e6c964b "Just then the last chords of the overture were heard and the conductor"
 10/09/1812 Fri 12:41:37  8f48abfe3d "tapped with his stick. Some latecomers took their seats in the stalls,"
 10/09/1812 Fri 12:43:37  22e7a9109c "and the curtain rose."
 10/09/1812 Fri 12:45:45  30030468cc "As soon as it rose everyone in the boxes and stalls became silent, and"
 10/09/1812 Fri 12:47:31  2628ca8885 "all the men, old and young, in uniform and evening dress, and all the"
 10/09/1812 Fri 12:49:03  f1ce766c7f "women with gems on their bare flesh, turned their whole attention with"
 10/09/1812 Fri 12:50:54  ee810d0522 "eager curiosity to the stage. Natásha too began to look at it."
 10/09/1812 Fri 12:52:53  1a33c0bb2b "CHAPTER IX"
 10/09/1812 Fri 12:53:44  70074630b1 "The floor of the stage consisted of smooth boards, at the sides was"
 10/09/1812 Fri 12:55:02  5286cf4ced "some painted cardboard representing trees, and at the back was a cloth"
 10/09/1812 Fri 12:57:24  899dfbded0 "stretched over boards. In the center of the stage sat some girls in red"
 10/09/1812 Fri 12:57:57  e40f357eec "bodices and white skirts. One very fat girl in a white silk dress sat"
 10/09/1812 Fri 13:00:00  3b697a824a "apart on a low bench, to the back of which a piece of green cardboard"
 10/09/1812 Fri 13:00:55  ed3d4318f2 "was glued. They all sang something. When they had finished their song"
 10/09/1812 Fri 13:02:00  4813fac8c5 "the girl in white went up to the prompter’s box and a man with tight"
 10/09/1812 Fri 13:03:31  bdaf421e41 "silk trousers over his stout legs, and holding a plume and a dagger,"
 10/09/1812 Fri 13:04:45  1fc2e39751 "went up to her and began singing, waving his arms about."
 10/09/1812 Fri 13:06:08  2446ffb4cb "First the man in the tight trousers sang alone, then she sang, then they"
 10/09/1812 Fri 13:06:58  70a2a1bafa "both paused while the orchestra played and the man fingered the hand"
 10/09/1812 Fri 13:07:53  48de13ba60 "of the girl in white, obviously awaiting the beat to start singing with"
 10/09/1812 Fri 13:08:46  cf871b36e4 "her. They sang together and everyone in the theater began clapping"
 10/09/1812 Fri 13:10:45  f935337099 "and shouting, while the man and woman on the stage—who represented"
 10/09/1812 Fri 13:12:36  45f3be679b "lovers—began smiling, spreading out their arms, and bowing."
 10/09/1812 Fri 13:14:46  ed4a5bf524 "After her life in the country, and in her present serious mood, all this"
 10/09/1812 Fri 13:15:44  c0deace001 "seemed grotesque and amazing to Natásha. She could not follow the opera"
 10/09/1812 Fri 13:17:38  0268dacb73 "nor even listen to the music; she saw only the painted cardboard and the"
 10/09/1812 Fri 13:19:24  782387c903 "queerly dressed men and women who moved, spoke, and sang so strangely in"
 10/09/1812 Fri 13:21:40  280a79bf5c "that brilliant light. She knew what it was all meant to represent, but"
 10/09/1812 Fri 13:22:35  aad11ccb6f "it was so pretentiously false and unnatural that she first felt ashamed"
 10/09/1812 Fri 13:24:00  c13448eb8a "for the actors and then amused at them. She looked at the faces of the"
 10/09/1812 Fri 13:25:13  7eff4c374a "audience, seeking in them the same sense of ridicule and perplexity she"
 10/09/1812 Fri 13:27:38  75ea711ad3 "herself experienced, but they all seemed attentive to what was happening"
 10/09/1812 Fri 13:28:33  99adc55005 "on the stage, and expressed delight which to Natásha seemed feigned."
 10/09/1812 Fri 13:29:24  35bd29b8bd "“I suppose it has to be like this!” she thought. She kept looking"
 10/09/1812 Fri 13:31:05  48093467d3 "round in turn at the rows of pomaded heads in the stalls and then at"
 10/09/1812 Fri 13:32:54  7274f6fdde "the seminude women in the boxes, especially at Hélène in the next box,"
 10/09/1812 Fri 13:35:07  79ae9fca46 "who—apparently quite unclothed—sat with a quiet tranquil smile, not"
 10/09/1812 Fri 13:36:18  3393da778a "taking her eyes off the stage. And feeling the bright light that flooded"
 10/09/1812 Fri 13:38:28  c0deace001 "the whole place and the warm air heated by the crowd, Natásha little"
 10/09/1812 Fri 13:39:23  ac1984d659 "by little began to pass into a state of intoxication she had not"
 10/09/1812 Fri 13:41:28  f265893f97 "experienced for a long while. She did not realize who and where she"
 10/09/1812 Fri 13:43:55  175c5b3acc "was, nor what was going on before her. As she looked and thought, the"
 10/09/1812 Fri 13:45:15  0576ccc834 "strangest fancies unexpectedly and disconnectedly passed through her"
 10/09/1812 Fri 13:45:47  abeabbb7c3 "mind: the idea occurred to her of jumping onto the edge of the box and"
 10/09/1812 Fri 13:47:07  35d880fef3 "singing the air the actress was singing, then she wished to touch with"
 10/09/1812 Fri 13:49:12  f47608dc7d "her fan an old gentleman sitting not far from her, then to lean over to"
 10/09/1812 Fri 13:50:38  7fbae40ef6 "Hélène and tickle her."
 10/09/1812 Fri 13:52:18  78e408fecf "At a moment when all was quiet before the commencement of a song, a door"
 10/09/1812 Fri 13:54:40  cf1fd7df8f "leading to the stalls on the side nearest the Rostóvs’ box creaked,"
 10/09/1812 Fri 13:56:21  27f9b53254 "and the steps of a belated arrival were heard. “There’s Kurágin!”"
 10/09/1812 Fri 13:57:22  48d3fc7104 "whispered Shinshín. Countess Bezúkhova turned smiling to the newcomer,"
 10/09/1812 Fri 13:58:57  aedb47c32f "and Natásha, following the direction of that look, saw an exceptionally"
 10/09/1812 Fri 14:00:18  c845e781e3 "handsome adjutant approaching their box with a self-assured yet"
 10/09/1812 Fri 14:01:47  856f9c7f79 "courteous bearing. This was Anatole Kurágin whom she had seen"
 10/09/1812 Fri 14:02:35  8ff2a6da13 "and noticed long ago at the ball in Petersburg. He was now in an"
 10/09/1812 Fri 14:03:12  7c3a09f20b "adjutant’s uniform with one epaulet and a shoulder knot. He moved with"
 10/09/1812 Fri 14:03:49  4c5fb1f2ef "a restrained swagger which would have been ridiculous had he not been"
 10/09/1812 Fri 14:06:16  c8bda9d1d5 "so good-looking and had his handsome face not worn such an expression"
 10/09/1812 Fri 14:07:18  80d87328ec "of good-humored complacency and gaiety. Though the performance was"
 10/09/1812 Fri 14:08:50  7cb86df90d "proceeding, he walked deliberately down the carpeted gangway, his sword"
 10/09/1812 Fri 14:10:00  f531c28b05 "and spurs slightly jingling and his handsome perfumed head held high."
 10/09/1812 Fri 14:10:57  303fc049ff "Having looked at Natásha he approached his sister, laid his well gloved"
 10/09/1812 Fri 14:12:46  dfbc7c020b "hand on the edge of her box, nodded to her, and leaning forward asked a"
 10/09/1812 Fri 14:14:09  0d359ce921 "question, with a motion toward Natásha."
 10/09/1812 Fri 14:16:10  971b13791e "“Mais charmante!” said he, evidently referring to Natásha, who did"
 10/09/1812 Fri 14:17:19  c0deace001 "not exactly hear his words but understood them from the movement of his"
 10/09/1812 Fri 14:17:53  9659677c17 "lips. Then he took his place in the first row of the stalls and sat down"
 10/09/1812 Fri 14:18:34  842c4d7a18 "beside Dólokhov, nudging with his elbow in a friendly and offhand way"
 10/09/1812 Fri 14:19:48  fc683cfbcc "that Dólokhov whom others treated so fawningly. He winked at him gaily,"
 10/09/1812 Fri 14:20:47  f7a4557c80 "smiled, and rested his foot against the orchestra screen."
 10/09/1812 Fri 14:23:04  21bfce915f "“How like the brother is to the sister,” remarked the count. “And"
 10/09/1812 Fri 14:24:07  2b66a72ecc "how handsome they both are!”"
 10/09/1812 Fri 14:25:48  a33ecf8a2e "Shinshín, lowering his voice, began to tell the count of some intrigue"
 10/09/1812 Fri 14:27:59  d18a7d4393 "of Kurágin’s in Moscow, and Natásha tried to overhear it just"
 10/09/1812 Fri 14:29:44  82fd43cde9 "because he had said she was “charmante.”"
 10/09/1812 Fri 14:30:52  80236b5ee3 "The first act was over. In the stalls everyone began moving about, going"
 10/09/1812 Fri 14:31:51  4303a84d94 "out and coming in."
 10/09/1812 Fri 14:32:46  cbf2d63948 "Borís came to the Rostóvs’ box, received their congratulations very"
 10/09/1812 Fri 14:33:46  c0deace001 "simply, and raising his eyebrows with an absent-minded smile conveyed to"
 10/09/1812 Fri 14:35:12  fab52e9b6d "Natásha and Sónya his fiancée’s invitation to her wedding, and"
 10/09/1812 Fri 14:37:18  8a0a8c7f3c "went away. Natásha with a gay, coquettish smile talked to him, and"
 10/09/1812 Fri 14:38:20  8b19645122 "congratulated on his approaching wedding that same Borís with whom"
 10/09/1812 Fri 14:40:45  50a1014c0a "she had formerly been in love. In the state of intoxication she was in,"
 10/09/1812 Fri 14:43:01  36c1532149 "everything seemed simple and natural."
 10/09/1812 Fri 14:44:03  55d170ca62 "The scantily clad Hélène smiled at everyone in the same way, and"
 10/09/1812 Fri 14:46:27  73b3bdbf24 "Natásha gave Borís a similar smile."
 10/09/1812 Fri 14:48:32  1e63b98892 "Hélène’s box was filled and surrounded from the stalls by the most"
 10/09/1812 Fri 14:50:06  a5690b49db "distinguished and intellectual men, who seemed to vie with one another"
 10/09/1812 Fri 14:51:32  1dc9e6b8ed "in their wish to let everyone see that they knew her."
 10/09/1812 Fri 14:52:17  a9fa4b89c3 "During the whole of that entr’acte Kurágin stood with Dólokhov"
 10/09/1812 Fri 14:54:11  e111912ed9 "in front of the orchestra partition, looking at the Rostóvs’ box."
 10/09/1812 Fri 14:54:56  31df9708e4 "Natásha knew he was talking about her and this afforded her pleasure."
 10/09/1812 Fri 14:56:27  3c14a0b32e "She even turned so that he should see her profile in what she thought"
 10/09/1812 Fri 14:57:44  b6b7e46d1a "was its most becoming aspect. Before the beginning of the second act"
 10/09/1812 Fri 14:59:00  50b5d74c91 "Pierre appeared in the stalls. The Rostóvs had not seen him since"
 10/09/1812 Fri 15:00:51  01f08ebe79 "their arrival. His face looked sad, and he had grown still stouter since"
 10/09/1812 Fri 15:02:12  8a4a879aa1 "Natásha last saw him. He passed up to the front rows, not noticing"
 10/09/1812 Fri 15:03:40  6454c69416 "anyone. Anatole went up to him and began speaking to him, looking at and"
 10/09/1812 Fri 15:04:15  1304feb7a5 "indicating the Rostóvs’ box. On seeing Natásha Pierre grew animated"
 10/09/1812 Fri 15:05:57  fc28b37ccd "and, hastily passing between the rows, came toward their box. When he"
 10/09/1812 Fri 15:07:04  2c645e8bb8 "got there he leaned on his elbows and, smiling, talked to her for a long"
 10/09/1812 Fri 15:08:04  3a3724a23b "time. While conversing with Pierre, Natásha heard a man’s voice in"
 10/09/1812 Fri 15:08:49  0a3b99e84f "Countess Bezúkhova’s box and something told her it was Kurágin. She"
 10/09/1812 Fri 15:09:37  400e1496a4 "turned and their eyes met. Almost smiling, he gazed straight into her"
 10/09/1812 Fri 15:11:52  03c7ceeef7 "eyes with such an enraptured caressing look that it seemed strange to be"
 10/09/1812 Fri 15:13:16  9cf9413d06 "so near him, to look at him like that, to be so sure he admired her, and"
 10/09/1812 Fri 15:14:34  3a77fb7724 "not to be acquainted with him."
 10/09/1812 Fri 15:15:14  5863f702e6 "In the second act there was scenery representing tombstones, there was a"
 10/09/1812 Fri 15:17:00  f6038071fd "round hole in the canvas to represent the moon, shades were raised over"
 10/09/1812 Fri 15:17:59  225ff669fe "the footlights, and from horns and contrabass came deep notes while many"
 10/09/1812 Fri 15:19:27  0a055b05df "people appeared from right and left wearing black cloaks and holding"
 10/09/1812 Fri 15:20:41  28c7ba8601 "things like daggers in their hands. They began waving their arms. Then"
 10/09/1812 Fri 15:22:04  b1098fe377 "some other people ran in and began dragging away the maiden who had been"
 10/09/1812 Fri 15:23:19  c0deace001 "in white and was now in light blue. They did not drag her away at once,"
 10/09/1812 Fri 15:25:14  54576ce3e3 "but sang with her for a long time and then at last dragged her off, and"
 10/09/1812 Fri 15:26:23  88e7af22fe "behind the scenes something metallic was struck three times and"
 10/09/1812 Fri 15:28:51  9078329d10 "everyone knelt down and sang a prayer. All these things were repeatedly"
 10/09/1812 Fri 15:29:43  ef1a4d7266 "interrupted by the enthusiastic shouts of the audience."
